LABEL,TEXT
smishing,"Local Covid19 Study: Compensation up to $1,220! Qualify Here:1200cash4study1.com/"
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX
ham,Yeah sure I'll leave in a min
ham,have you ever had one foot before?
ham,I meant middle left or right?
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,She ran off with a younger man. we will make pretty babies together :)
ham,Me i'm not workin. Once i get job...
smishing,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Its good, we'll find a way"
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,Yes:)from last week itself i'm taking live call.
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,But i'm surprised she still can guess right lor...
ham,Hi! You just spoke to MANEESHA V. if you were satisfied with the experience. Reply with Yes else No.
smishing,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
smishing,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
ham,Sure! I am driving but will reach my destination soon.
ham,I'm wif him now buying tix lar...
ham," ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,"Haha better late than ever, any way I could swing by?"
ham,S:)no competition for him.
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,Send me your id and password
ham,"Im in inperialmusic listening2the weirdest track ever byÂ”leafcutter johnÂ”-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Did you try making another butt.
ham,The bus leaves at  &lt;#&gt;
ham,She is annoying... She turns what should be a fun trip into an annoying day of what she wants
ham,"Cool, what time you think you can get here?"
smishing,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066368470"
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
smishing,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÂ£3.99
spam,"	Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be mechanicalï¿½"
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
smishing,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790321 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,Also remember to get dobby's bowl from your car
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,U still going to the mall?
ham,"Itâ€˜s reassuring, in this crazy world."
ham,Hahaha..use your brain dearï¿½.thats important
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,I'm leaving my house now. Will reach in half an hourï¿½
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,Pls confirm the time to collect the cheque.
ham,Can not use foreign stamps in this country.
ham,I'm not sure if its still available though
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
ham,Dunno lei he neva say...
ham,Lemme know when you're here
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
smishing,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101359 NOW! Only 10p per min. BT-national-rate"
ham,Should i send you naughty pix? :)
ham,"I guess you could be as good an excuse as any, lol."
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. "
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
smishing,"	FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,No screaming means shouting..
ham,Tell me again what your address is
smishing,HMRC GOVUK:0ur records show that your tax refund of ï¿½398.90 can now be claime. Please continue via:https://ukhmrc-tax-refund.comï¿½to claim your refund.
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
smishing,Please Stay At Home. To encourage the notion of staying at home. All tax-paying citizens are entitled to ï¿½305.96 or more emergency refund. smsg.io/fCVbD
ham,Now got tv 2 watch meh? U no work today?
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,JADE ITS PAUL. Y DIDNÂ’T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
spam,New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
ham,Have a nice day my dear.
smishing,Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
smishing,We have identified some unusual activity on your Online Banking. Log in via the secure link http:/95.141.32.7:81/default.aspxï¿½to avoid account suspension.
ham,Haven't left yet so probably gonna be here til dinner
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,S:)8 min to go for lunch:)
ham,Hmmm.still we dont have opener?
ham,Tmrw. Im finishing 9 doors
ham,Or just do that 6times
ham,"K, text me when you're on the way"
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,Hey gals...U all wanna meet 4 dinner at nÃ¬te?
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt;
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199.
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,K... Must book a not huh? so going for yoga basic on sunday?
smishing,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,Good morning princess! How are you?
smishing,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,No..its ful of song lyrics..
smishing,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
ham,I want  &lt;#&gt;  rs da:)do you have it?
ham,Tmr then Ã¼ brin lar... Aiya later i come n c lar... Mayb Ã¼ neva set properly Ã¼ got da help sheet wif Ã¼...
ham,"I am .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
smishing,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Wherre's my boytoy ? :-(
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
smishing,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? call 08000930705 NOW
